Unnamed: 0,word1,word2,class
5576,wapa,yogaH,3
5577,yOvana,aSvAya,1
5578,pra,harRAw,3
5579,nikqwi,prajFaM,1
5580,bahi,sWaM,3
5581,vinaya,sampannaH,3
5582,sva,XarmeNa,3
5583,nir,upaxravAH,1
5584,wri,kUtaM,1
5585,sa,vrIdaM,0
5586,wraswa,cewanaH,1
5587,vyarWa,jalpanena,3
5588,moha,Awmane,3
5589,maw,geham,3
5590,a,Xarmam,3
5591,saha,uwkaNTam,1
5592,na,saMBogena,3
5593,Sawa,muKaM,1
5594,muni,vara,3
5595,maXura,kaRAyaH,3
5596,Xarma,mUlaH,1
5597,BEkRa,caryAsu,3
5598,nir,jalAH,1
5599,maXya,kumBena,3
5600,inxra,AxiBiH,1
5601,na,vilambena,3
5602,ahar,niSam,2
5603,caru,sAXane,3
5604,suKa,xuHKasya,2
5605,vara,xAnena,3
5606,na,pArayanwyA,3
5607,SuBa,aSuBe,2
5608,uxak,muKaH,1
5609,saMjFA,hInaH,3
5610,xur,xamAH,3
5611,SOrya,xyowakaH,3
5612,yaWA,kAlam,0
5613,wriMSaw,varRAH,1
5614,mURaka,miwreNa,3
5615,qwu,xvAraM,3
5616,yaWA,uciwam,0
5617,prawi,kRaNama,0
5618,sa,upAnawkaH,1
5619,saha,ehayaH,1
5620,Axi,xevaM,3
5621,Gata,muKe,3
5622,awi,prasafgena,3
5623,AwmA,AxInAM,1
5624,miWya,upewasya,3
5625,wri,lifgaM,1
5626,alpa,meXasAm,1
5627,kaRta,sAXyaH,3
5628,Binna,afgaH,1
5629,Xarma,vinAkqwAH,3
5630,raWa,varaH,3
5631,uwPulla,newram,1
5632,SAnwI,BUwaH,1
5633,vERNava,AxiByaH,1
5634,eka,kAle,3
5635,wri,xivasa,3
5636,vismaya,AviRtaH,3
5637,SIrRa,sWAnam,3
5638,su,prasanna,3
5639,nagara,aBimuKAH,1
5640,aSva,ArohAn,3
5641,na,SocyAH,3
5642,na,KAxiwvA,3
5643,su,garjjiwaH,3
5644,rakwa,raFjiwam,3
5645,ulukiwa,cewAH,1
5646,rakwa,muKa,1
5647,yaWA,saMKyaM,0
5648,Rad,viXaM,1
5649,SAnwi,lakRaNam,1
5650,kAnwa,newre,1
5651,apawrapa,anapawrape,2
5652,a,pawiH,1
5653,gava,aSvena,2
5654,kqRNa,muKAH,1
5655,mqxula,vAcA,3
5656,amqwa,yoninA,3
5657,ugra,prakqweH,3
5658,yaWA,nirxiRtaH,0
5659,hariwa,varNaM,3
5660,SAswra,cewasaH,1
5661,sa,koTAH,1
5662,na,wiWi,1
5663,koSa,BUwaM,1
5664,manwra,wanwreNa,2
5665,viSuxXa,AwmA,1
5666,vinaya,SIlaH,1
5667,jAwa,prANAH,1
5668,parama,xuRtaH,3
5669,saw,vqwwam,3
5670,maXya,mArgam,0
5671,maraNa,anwe,3
5672,gupwa,xAnam,3
5673,xvi,jAweH,1
5674,prawyakRa,XarmANaM,1
5675,kuSa,nABaH,1
5676,AMgala,BARAyAm,3
5677,janman,BUmi,3
5678,xyAna,sahasreNa,1
5679,puwra,AxayaH,1
5680,sva,prayAsam,3
5681,nis,kalmaRAya,1
5682,samqxXa,arWAH,1
5683,avirawa,suKAn,3
5684,saMSuxXa,kilbiRaH,1
5685,vaRat,kAreNa,3
5686,na,ISvaram,1
5687,rakwa,aXareNa,3
5688,iwi,AxinA,1
5689,sa,nUpurA,1
5690,gUDa,jawruH,1
5691,praXAna,mahABAgasya,3
5692,nir,janaH,1
5693,yavasa,aBAve,3
5694,Ananxa,AKyam,1
5695,AKeta,arWam,3
5696,xIpwa,wejasam,1
5697,arWa,saFcayAn,3
5698,uRNa,vIryEH,1
5699,jFAna,aXiRTAnam,3
5700,prANAyAma,puraHsaram,3
5701,kqwa,pariGoRaNa,1
5702,xeva,xawwam,3
5703,an,qNaH,1
5704,brahma,haviH,3
5705,kEmarA,AKyena,1
5706,piwq,AxIn,1
5707,awirAwra,ApworyAmaH,2
5708,upa,rAjA,3
5709,vixyA,rakRiwam,3
5710,a,cakRuH,3
5711,sa,maryAxaH,1
5712,eka,aXikArI,3
5713,xaSa,ukwAni,3
5714,xravya,guNAn,3
5715,xqDa,ciwwaH,1
5716,aBi,nIwAni,3
5717,pAScAwya,manaH,3
5718,a,SaswAM,3
5719,sa,avahelam,1
5720,pra,xIpwEH,3
5721,vexa,vAxeRu,3
5722,a,cinwanAw,3
5723,xur,cAraH,3
5724,svAmi,kAryArWinA,3
5725,yawa,cewasAm,1
5726,nipuNa,xarSanam,1
5727,XArA,nagaram,3
5728,anwar,hiwaH,0
5729,sAgara,paryanwAM,1
5730,a,wiWe,1
5731,praWama,rAwrO,3
5732,pUrvva,bIjAnAm,3
5733,sawya,vexanam,3
5734,vinXya,nilayA,1
5735,pApa,vqwwAn,1
5736,maw,viXeRu,1
5737,ni,pAnAni,3
5738,arWa,samanviwam,3
5739,viXi,vaw,0
5740,Xarma,newre,1
5741,nir,AkaraNIyaH,3
5742,kRewra,saMjFakaH,1
5743,AMgla,praxeSeRu,3
5744,na,svAsWyasya,3
5745,BqgrAwuxa,nAmake,1
5746,kqwa,arWAH,1
5747,a,prawyakRANi,3
5748,sa,xuHKaM,1
5749,sva,grAhakANAm,3
5750,praSraya,uwwarEH,2
5751,snAna,AgAram,3
5752,upakRINa,ojasAM,1
5753,brahmapura,AKyam,1
5754,Pena,upamam,1
5755,SrI,purasya,3
5756,pra,SaMsanwaH,3
5757,a,puwraH,1
5758,jaya,ajayO,2
5759,awi,vallaBEH,3
5760,aXi,yajFaH,0
5761,para,wapa,3
5762,kArya,jAwam,3
5763,vINA,pANeH,1
5764,nir,uwwarA,1
5765,Barawa,SArxUla,3
5766,kqwa,pUjaH,1
5767,jAwa,pakRaH,1
5768,SAnwa,cewasAm,1
5769,vinaya,pUrvakam,1
5770,Xarma,suKAH,1
5771,jFAna,AwmavAn,3
5772,amara,praBaH,3
5773,xUra,sWA,3
5774,kqwa,vErANAM,1
5775,wri,akRaraM,1
5776,mqRta,vasanAH,1
5777,na,BUwam,3
5778,na,ahafkAraH,1
5779,pra,kIrwiwaH,3
5780,guru,varyA,3
5781,sa,sumanwrakaH,1
5782,vasanwa,viRaye,3
5783,vixiwa,AwmanaH,1
5784,vexa,AxinA,1
5785,inxra,AxyEH,1
5786,senA,aXipawiH,3
5787,upa,gamya,3
5788,a,KaMdIyAH,3
5789,sanwuRta,nAmaXeyena,1
5790,sarva,AwmAnaM,3
5791,xaXikarNa,nAmA,1
5792,parijana,nivaham,3
5793,varRa,Avarwena,1
5794,BIma,balAH,1
5795,sarva,rARtreRu,3
5796,sa,rasawA,1
5797,SvApaxa,AxInAm,1
5798,Ajya,homaH,3
5799,saha,xakRiNAH,1
5800,Barwq,xAmoxaraH,3
5801,narma,ukwAni,3
5802,mahaw,muneH,3
5803,saMskqwa,sAhiwyam,3
5804,na,samarWaH,3
5805,parAkrama,suKaM,2
5806,paWya,aSanaH,1
5807,wriMSaw,aXyAya,1
5808,yaWA,icCaM,0
5809,SIwala,Awma,1
5810,mukwa,kaNTAm,3
5811,mqwyu,xaNdasya,3
5812,vaswra,BAram,3
5813,manuRya,xurgaM,3
5814,bahuXA,gAmi,0
5815,Pala,mAwrA,2
5816,su,hqxBiH,1
5817,apahqwa,jFAnA,1
5818,pApa,vqwwAnAM,1
5819,na,apekRaH,1
5820,prawi,mArgam,0
5821,guru,AxayaH,1
5822,na,vyayAm,1
5823,nimIliwa,nayam,1
5824,kIrwi,praXAnaH,1
5825,sAXu,AcAraH,1
5826,labXa,janiH,1
5827,na,buxXayaH,1
5828,SuBa,kAryam,3
5829,ananwara,kRaNe,3
5830,rAwrim,xivam,2
5831,na,vyApAreRu,3
5832,brahma,BUwAH,3
5833,muKa,nirIkRaNam,3
5834,snAna,AxInAM,1
5835,guru,GaNtAla,3
5836,wiryak,AsyaH,1
5837,puruRa,jFAnaM,1
5838,SrImaw,anugraha,3
5839,bala,varXakam,3
5840,SleRma,nimiwwAH,1
5841,su,nimiwwam,1
5842,a,vikAri,3
5843,pra,aXyApakAnAm,3
5844,sa,snehAH,1
5845,waw,prAsaMgena,3
5846,na,rAjA,3
5847,na,samSayaH,3
5848,na,Agawam,3
5849,SraxXeya,rUpaH,1
5850,Xana,vqxXAn,3
5851,vana,gocaraH,3
5852,maxya,rawaM,1
5853,niyawa,AyuRam,1
5854,vi,naRtAm,3
5855,aByuxiwa,wArakam,1
5856,brAhmaNa,pramuKAH,1
5857,nir,Xana,1
5858,rAja,mUlaH,1
5859,hIna,krawuH,1
5860,Sakra,kaWAM,3
5861,saMyawa,AwmanA,1
5862,hqw,pUrvakam,1
5863,garBAXAna,AxinA,1
5864,viSuxZXa,BAvaH,1
5865,vimukwa,saMxehAH,1
5866,agni,saMpluRtAM,3
5867,varAha,AxIn,1
5868,sarva,sawwveRu,3
5869,vyaya,avyayO,2
5870,a,Xarmyo,3
5871,loka,saMmawAn,3
5872,asmaw,AxInAm,1
5873,hiraNya,varNam,1
5874,jala,ASayAw,3
5875,nir,BayaH,1
5876,Xana,nASaH,3
5877,an,iRte,3
5878,mEWuna,wqpwaye,3
5879,inxriya,nigrahAw,3
5880,a,cireNa,3
5881,sa,anunAxam,1
5882,sa,harRaM,1
5883,a,pAwakAni,3
5884,sAXAraNa,vaswrANi,3
5885,afga,rakRakam,3
5886,pIwa,ambaraH,1
5887,pari,varwiwa,3
5888,awi,klIbaM,0
5889,xakRiNa,nAsikA,3
5890,vipaNya,vyavahAriNaH,3
5891,kanaka,parvawe,3
5892,arWa,kAmena,1
5893,Xarma,AwmAna,1
5894,cEwya,xrumANAM,3
5895,garwa,gupwaM,3
5896,xur,AcaraNe,3
5897,sa,garvam,1
5898,gawa,AyuRam,1
5899,gamana,Agamanam,2
5900,wapas,AcaraNam,3
5901,saMSAnwa,ciwwawA,1
5902,na,jiwaH,3
5903,sa,jIvA,1
5904,Anayana,uxxeSam,3
5905,vyavahAra,AwmakaH,1
5906,evam,viXam,1
5907,kRuXA,SAnwiH,3
5908,ni,gUhanam,3
5909,prApwa,rAjyaH,1
5910,pawra,vyavahArasya,3
5911,Xik,SabxaH,3
5912,naRta,canxrA,1
5913,vigawa,BIH,1
5914,na,xqSyamAnaH,3
5915,Awma,wIrWe,1
5916,jagaw,vyApakaH,3
5917,nir,AmayAH,1
5918,alpa,mawiH,3
5919,viBAvinI,sahiwAm,3
5920,jFAna,xIrGeNa,3
5921,sarvawas,muKI,1
5922,a,manwraH,1
5923,a,vIryaH,1
5924,kRINa,xehaH,1
5925,Soka,mUrCiwEH,3
5926,evaM,guNEH,3
5927,a,SakwayaH,1
5928,SrAxXA,Axi,1
5929,rawna,Kaciwe,3
5930,xvija,AxIn,1
5931,hemanwa,anwAn,1
5932,sWira,buxXayaH,1
5933,kim,kRaNaH,3
5934,AMgla,BARA,3
5935,hiMsA,vihArI,1
5936,sanXi,SEWilyam,3
5937,xIpwa,pucCaH,1
5938,anu,kUlam,0
5939,sa,arXam,1
5940,sarva,rawnAni,3
5941,cAru,hAsini,1
5942,Sawru,karSanaH,3
5943,vEroXika,nimiwwAnAM,1
5944,mahaw,jvAla,1
5945,vaSiRTa,AxyEH,1
5946,Sakya,prawIkAraH,1
5947,awi,lubXena,1
5948,paSu,samaH,3
5949,Eka,agryaM,1
5950,bahu,mUlya,1
5951,nis,kqwiH,3
5952,alpa,mawayaH,1
5953,bahuXA,cariwaM,1
5954,Ananxa,parivAhiNA,3
5955,wIkRNa,vikramaH,1
5956,wri,vikrama,1
5957,na,Xarmam,3
5958,sulaBa,kopAw,1
5959,pulina,niBAH,1
5960,raNaXavala,nAmA,1
5961,pAxa,Axyam,1
5962,wapwa,Ayase,1
5963,safGa,aXyakRa,3
5964,pari,SoXanAya,3
5965,naRta,lakRaNaH,1
5966,sa,gajAH,1
5967,sa,lakRmaNena,1
5968,a,sambaxXam,3
5969,pAlana,poRaNam,2
5970,parAkrama,SIlAH,1
5971,AcAra,samanviwaH,3
5972,kusuma,AxiBiH,1
5973,SuBra,SvewE,3
5974,waWA,kaWiwAH,1
5975,sarva,janwuRu,3
5976,Xarma,vqwwaH,3
5977,jFAwa,yOvanA,1
5978,xur,ganXaH,3
5979,vexa,xqRtiBiH,1
5980,awi,lABaH,3
5981,na,lOkikam,3
5982,sawya,vAk,1
5983,na,XArmikam,3
5984,na,vivekiwA,3
5985,BAva,arpiwam,3
5986,na,hEwukam,1
5987,SuxXa,uxam,3
5988,xrava,uRNam,2
5989,bqhax,aBiXAnasya,3
5990,sam,upalabXam,3
5991,pra,SAnwaM,3
5992,sa,Bayam,1
5993,awirikwa,guNaH,1
5994,a,kuSalaM,3
5995,na,laBamAnO,3
5996,prawi,saMKyAwuM,3
5997,Sabxa,muKarANi,1
5998,kqmi,koRTAH,1
5999,vAyu,saMXAraNaH,3
6000,puruRa,sanwAnAH,3
6001,Xarma,awikramawaH,3
6002,moxa,visaMRTulA,3
6003,sarva,SUnyA,3
6004,manas,vyAkaraNe,3
6005,cukacI,nAmnA,1
6006,miwra,rUpAH,1
6007,lakRa,miwA,3
6008,cara,acareRu,2
6009,sWiwa,mawiH,1
6010,saw,AcArI,1
6011,a,saMhawam,3
6012,sPuta,paNAnAm,3
6013,prahqRtA,Akqwim,3
6014,suKa,AyuRA,2
6015,karAla,Asya,1
6016,vi,XavAH,1
6017,sWAvara,anwAni,1
6018,na,SakwAH,3
6019,gawa,agawam,2
6020,Soka,Arwwam,3
6021,a,viSvAsaH,3
6022,xuH,awikramaH,3
6023,yaWA,yogyam,0
6024,an,qwaM,3
6025,SOrya,gIwAni,3
6026,vyakwa,mAninaH,1
6027,a,nixrAya,1
6028,xvi,guNA,1
6029,nir,jalA,1
6030,wiryak,srowAH,1
6031,a,XarmaH,3
6032,na,aBisnehaH,1
6033,viviXa,vacanEH,3
6034,pavana,saMyukwaH,3
6035,gawi,roXikA,3
6036,cira,saMvAsinI,1
6037,saMkRoBa,vqwwam,3
6038,su,xqDam,3
6039,ruXira,aSanaH,1
6040,sarva),uwwamam,3
6041,Afgala,BARA,3
6042,arWa,avayava,3
6043,jihvA,AvarwAM,1
6044,wapo,XanaH,1
6045,sarva,afgeRu,3
6046,wri,xivaM,2
6047,SarIra,lagnAm,3
6048,awi,nIcEH,0
6049,sam,jAwA,3
6050,anuRTAna,paWam,3
6051,na,nirvacanIyAm,3
6052,vipanna,rasam,1
6053,awi,aXikam,3
6054,mahA,bAhoH,1
6055,Sreyas,kAmaH,1
6056,alpa,manyavaH,1
6057,upa,jIvanaM,3
6058,prApwa,BUwinA,1
6059,saha,uxarA,1
6060,praNamya,rUpaH,1
6061,mAhAwmya,saMyukwaM,3
6062,rAjan,kumArO,3
6063,SEvala,sanniBAH,3
6064,Sruwa,rahasyaH,1
6065,miSra,BAvAw,3
6066,prawi,vexanam,3
6067,bala,parAkramam,2
6068,yaWA,svena,0
6069,cAra,BUmiRu,3
6070,su,yuxXena,3
6071,sa,raWaH,1
6072,viSvAmiwra,AxIn,1
6073,nir,XaneRu,1
6074,jAwi,smaraH,1
6075,arXa,aXikam,3
6076,praSAnwa,AwmA,1
6077,rasa,AwmikAH,1
6078,sarva,xoRAw,3
6079,rAjya,kAraNAw,1
6080,apahqwa,puRpakaH,1
6081,rohiwa,AkAraH,1
6082,saMkalpiwa,arWawA,1
6083,inxra,xEvawyaM,1
6084,sa,manaskAnAm,1
6085,nihawa,kaNtakAm,1
6086,unna,xanwaM,1
6087,rakwa,nayanaH,1
6088,agawa,AsUn,1
6089,sa,hqxayEH,1
6090,agaswya,vacanAw,3
6091,awi,xarSanam,3
6092,sa,inxrAH,1
6093,vanas,pawO,3
6094,SravaNa,putena,3
6095,mAravAda,praxeSam,3
6096,wax,sevayA,3
6097,sa,amAwyaH,1
6098,a,sImaH,1
6099,vAsuxeva,AxayaH,1
6100,varNa,saMkare,3
6101,xvija,qRaBa,3
6102,waw,anu,0
6103,ekaviMSawi,xinAni,3
6104,jIva,saFjFiwaH,3
6105,Arya,mahASayA,3
6106,na,miWyA,3
6107,jaGanya,SAyI,3
6108,avanawa,afgi,1
6109,sa,kuSalam,1
6110,sa,SElaH,1
6111,lAmajjaka,uSIraM,2
6112,sa,nixraH,1
6113,niR,PalA,1
6114,anwar,hiwe,1
6115,Bojana,AxiBiH,1
6116,a,balaM,1
6117,gaDavAla,rAjyam,3
6118,loka,pUjiwam,3
6119,suKa[],uxayaH,1
6120,xqRti,gocarAH,3
6121,UrXva,BAgiwA,1
6122,uxvqwwa,xaMRtraH,1
6123,BIma,xarSanAH,1
6124,SumBa,AxIn,1
6125,jIvana,arWAya,3
6126,kqwa,parikarabanXO,1
6127,Anana,kamalam,1
6128,sam,varXiwaH,3
6129,miwra,xvayam,3
6130,vinaRta,puwrA,1
6131,kqwa,AyuXaH,1
6132,cakRuH,kAmAH,1
6133,woya,Awmane,3
6134,Ayaswa,cewasaH,1
6135,praSAnwa,SIwala,2
6136,mArjana,AhvayAm,1
6137,jAwi,nAmnA,1
6138,pra,supwaH,3
6139,sarva,prajAsu,3
6140,xaSa,arXena,3
6141,xugXa,muKI,1
6142,evaM,viXam,1
6143,waw,karkaSam,3
6144,cikiwsA,Alayam,3
6145,sWiwa,prajFaH,1
6146,nAraxan,prokwam,3
6147,su,panWAnaH,3
6148,xawwa,ciwwA,1
6149,pra,mawwAw,3
6150,uwkRipwa,cakRuH,1
6151,mAna,kAraNam,1
6152,na,SASvawaH,3
6153,aBi,rawaH,0
6154,prajA,janEH,3
6155,rakwa,akRaH,1
6156,BiRak,CaxmacarAH,3
6157,kqRNa,varwmAn,1
6158,cira,sWiwaH,3
6159,parama,xarSanIyAn,3
6160,paFcaSawa,rUpyakANAM,3
6161,na,sakwiH,3
6162,wanu,wvacaH,1
6163,jana,saMgraham,3
6164,nir,Akqwi,3
6165,waw,pAwram,3
6166,brahma,paramaH,1
6167,yukwa,rUpaH,1
6168,bANa,Axikam,1
6169,pipAsA,awiyogaH,3
6170,vajra,upamAni,1
6171,hrI,niReXA,3
6172,Sibira,upanIwam,3
6173,parama,iRTinaH,1
6174,kaTora,hqxayaH,1
6175,kuSala,kRemam,2
6176,nara,vAhanaH,1
6177,piwq,vihInaH,3
6178,AcArya,AxayaH,1
6179,cakra,haswam,1
6180,Sqfga,upamAn,1
6181,UrXva,rewAH,1
6182,awi,cafkramaNaM,3
6183,malayAlama,BARAm,3
6184,jAwa,vismayaH,1
6185,Xana,saMcayAn,3
6186,Bavaw,piwuH,3
6187,prApwa,yOvanAH,1
6188,pUwa,AwmA,1
6189,sWAna,AsaninaH,1
6190,asmaw,pawnIm,3
6191,SArIrika,mAnasikam,2
6192,nArAyaNa,anwEH,1
6193,sa,piXAnaM,1
6194,Xarma,uwwaraM,1
6195,saha,vawsAH,1
6196,eka,miwra,3
6197,sa,safkarRaNaH,1
6198,praXAna,manwrI,3
6199,GaniRTa,miwram,3
6200,caliwa,mAnasaH,1
6201,pAwu,kAmA,1
6202,sWira,Asane,3
6203,arXa,mUrcCiwA,3
6204,prasanna,AnanA,1
6205,mohana,afga,1
6206,jAwa,vexasam,1
6207,BU,xevyAH,3
6208,xraRtu,kAmA,1
6209,prahqRta,manAH,1
6210,miSra,mahASayaH,3
6211,evaM,rUpaH,1
6212,BIman,parAkramam,1
6213,yawa,vrawAH,1
6214,pra,BAvena,3
6215,vi,nirxagXaH,3
6216,xaRta,oRTaH,1
6217,kOmAra,hara,1
6218,rAga,gAyanam,3
6219,su,xevaH,3
6220,rAjan,qrRiH,3
6221,viSAla,akRi,1
6222,niH,AramBAH,1
6223,kroXa,SIla,1
6224,niR,kaNtakaM,1
6225,viRa,BojanaH,1
6226,Bqwya,xURaNIyAH,3
6227,rAjan,kumArANAm,3
6228,supriyA,nAmikAyAm,1
6229,anu,jFAwaH,3
6230,saM,pannAH,3
6231,go,rasAH,3
6232,vyApAra,ArjiwaM,3
6233,loka,sAkRike,3
6234,sa,Kafgam,1
6235,yava,sanniBAm,3
6236,kqRNa,rAjasa,3
6237,joSI,mahoxayaH,3
6238,vrawa,caryA,3
6239,canxra,kalA,3
6240,manaH,RaRTAni,1
6241,yogya,krameNa,3
6242,su,ganXiH,1
6243,gudAkA,ISa,3
6244,mqxu,koRTasya,1
6245,vrawa,caryAH,3
6246,pari,gaNiwaH,3
6247,miwa,vikramANAm,1
6248,kArpaNya,avawAra,3
6249,prANa,priyaH,3
6250,bahula,AyAsaM,1
6251,manwra,sahAyaH,3
6252,na,SuBAw,3
6253,parvawa,mAlAyA,3
6254,su,ganXinA,1
6255,na,nAWa,1
6256,pari,vqwaH,3
6257,xur,vAcAM,3
6258,sa,aparAXawaH,1
6259,waw,pralApam,3
6260,sarva,qwukEH,1
6261,pApa,karmaNAm,1
6262,prasAxa,AKyAH,1
6263,a,paSyanwyaH,3
6264,ucca,SreNyAm,3
6265,xur,vqwwAn,1
6266,kuru,uxvaha,3
6267,eka,sapwAham,3
6268,a,jFAnaM,3
6269,sa,virecanam,1
6270,nirXana,CawrANAm,3
6271,guNa,pravqxXA,3
6272,waxIya,xUwawvena,3
6273,suKa,pUrvakam,1
6274,nir,XaneByaH,1
6275,ahaH,muKe,0
6276,kqwa,vicArO,1
6277,xIpwa,wejAH,1
6278,vAnara,vAhinI,3
6279,pari,hArAya,3
6280,yajFa,SIlAH,1
6281,cinwA,magna,3
6282,xeva,kanye,3
6283,BU,lokaH,3
6284,prawi,sapwAham,0
6285,vIwa,rAgawvam,1
6286,na,samBava,3
6287,miWyA,vqwwaH,1
6288,avaruxXa,kaNTa,3
6289,jAwa,pakRA,1
6290,nyAya,vqwweRu,1
6291,niruxXa,prasavaH,1
6292,palAyana,parAyaNaH,1
6293,wri,yojanaM,3
6294,sa,pAmAM,1
6295,wulya,veRA,1
6296,pUrva,xarSanam,3
6297,wAmra,locanam,1
6298,RaNnavawi,aXikAni,1
6299,awi,purANI,3
6300,nir,AmiRaH,1
6301,asurAmbikA,nAmikAyAH,1
6302,sarva,xarSinaH,1
6303,na,sahanIyena,3
6304,SuRka,pawrANAm,3
6305,vi,AKyAwAH,3
6306,uwwara,kAryam,3
6307,xuHKa,saMjFakam,1
6308,moha,saMyukwam,3
6309,praXAna,AcAryaH,3
6310,caNdavAwa,anuvixXEH,3
6311,sam,uxIrNaM,1
6312,awikrAnwa,maryAxam,1
6313,samputikA,haswO,1
6314,nAnxi,anwe,3
6315,sam,ekRiNaH,1
6316,mahaw,nAxam,1
6317,xaNda,yogAw,3
6318,mUrwa,rUpe,3
6319,su,wapasvI,3
6320,an,anwyam,1
6321,sUrya,akRam,1
6322,kalaha,priyaH,1
6323,eka,nayanaH,1
6324,mahaw,ISvaraH,3
6325,paryApwa,vacanaH,1
6326,sarva,xehaH,1
6327,na,Xruvam,3
6328,nir,xaNdaH,1
6329,prawi,AgawO,3
6330,sama,XurO,1
6331,Bagna,grIvam,1
6332,na,prApnuvan,3
6333,pari,vawsaram,3
6334,axBuwa,xarSanam,1
6335,sa,apawyaM,1
6336,arxXa,rAjyam,3
6337,yaWA,kAmam,0
6338,xur,maweH,1
6339,eka,pITam,3
6340,yaWA,viBavena,0
6341,apa,sArayanwIm,3
6342,snigXa,AsrAvA,1
6343,vaXa,banXAw,2
6344,Cinna,Binna,2
6345,mahA,kAyaH,1
6346,rAya,mahASayena,3
6347,arWa,viparyaye,3
6348,xur,mawiH,1
6349,pracCanna,rUpaH,1
6350,Svewa,SAtikAm,3
6351,rAjajI,nAmAnam,1
6352,ASu,parAkramaH,1
6353,samagra,nASam,3
6354,na,pare,3
6355,sahakAra,warum,3
6356,na,manxam,3
6357,haviH,yajFAH,1
6358,Xqwa,xaNdasya,1
6359,sa,AkRepam,1
6360,Xarma,arWAw,2
6361,sama,kriyaH,1
6362,sarva,aXamA,3
6363,SUra,bAhuRu,1
6364,na,paNdiwa,3
6365,upahawa,vAsA,1
6366,jAwa,pakRAn,1
6367,svAXyAya,SIlAH,1
6368,rAwrin,xivam,2
6369,nir,sampAwAH,1
6370,naraka,gAminI,3
6371,BUri,xakRiNEH,0
6372,wanu,keSAH,1
6373,kevala,AcariwawvAw,1
6374,unmawwa,rUpaH,1
6375,kARTa,BUwam,3
6376,visarpa,upahawAH,3
6377,saFjAwa,karuNa,1
6378,eka,SvAsena,3
6379,saMs,kqwam,3
6380,rawna,vyavasAyI,3
6381,arWa,parA,1
6382,SaSi,vaxanA,1
6383,xEva,paraH,1
6384,SAlA,vqkAH,3
6385,sparXA,sWAnam,3
6386,kqwa,Aspaxam,1
6387,kqwa,buxXiM,1
6388,vilakRaNa,lakRaNaH,1
6389,prakqRta,aFjalayaH,1
6390,kRAma,vakwram,1
6391,rAkRasa,aXamaH,3
6392,saMkalpa,sixZXiBiH,1
6393,anu,kRaNaM,0
6394,vAsuxeva,AxIn,1
6395,cawuH,paxAM,1
6396,vyApAra,AxiBiH,1
6397,su,xqRtam,3
6398,pUrva,krama,3
6399,sahasra,Sirase,1
6400,pracaNda,SAsanAw,3
6401,prApwa,praSaMsaH,1
6402,viBraRta,manoraWAnAm,1
6403,krOFca,pakRiNO,3
6404,parixqRta,karmANaH,1
6405,kqSa,awiWiH,1
6406,uxAra,XIH,1
6407,kolAhala,upaSama,3
6408,viBava,anuvaSA,3
6409,na,jFAnAm,1
6410,BAviwa,AwmanaH,1
6411,SIwa,aMSuH,1
6412,sawya,parAkramam,1
6413,nir,guNawvAw,1
6414,nir,ASIH,1
6415,praRtu,kAmaH,1
6416,ava,sWiwA,3
6417,BIma,parAkramam,1
6418,a,lABe,3
6419,sa,maXuraM,1
6420,upaspqRta,uxakaM,1
6421,Soka,sammUDA,3
6422,kqwa,sAhasAm,1
6423,aBi,muKO,1
6424,naRta,SrIH,1
6425,avasWA,saxqSam,3
6426,anwa,suKaH,1
6427,su,saMvqxXaM,0
6428,kanxarpakeli,nAmnaH,1
6429,avacUrNana,arWam,3
6430,vi,XqwAH,3
6431,maXu,rasaM,1
6432,vamana,AxIni,1
6433,jala,AhAraH,1
6434,sa,bAnXavaH,1
6435,AScarya,viRayA,3
6436,su,xUraM,3
6437,uw,kramya,3
6438,ekA,arNavaM,1
6439,mAruwi,AxyAH,1
6440,viRNu,AxiByaH,1
6441,hIna,koSaM,1
6442,nara,iSvaram,3
6443,saxA,niwyaH,3
6444,Xuwa,pApmA,1
6445,woramu,pArSvam,3
6446,maNdala,wraye,3
6447,xIna,mAnasaH,1
6448,a,cCixraH,3
6449,nir,xvaMxvaH,1
6450,miSra,mahASayasya,3
6451,yaWA,uciwena,0
6452,prawi,roXa,3
6453,vakwu,kAmaH,1
6454,xur,balam,1
6455,paFcan,ReRu,1
6456,sa,PANiwam,1
6457,swowra,Awmane,3
6458,kqwa,prawijFam,1
6459,kRINa,kAmam,1
6460,vqwwa,arWAH,1
6461,svexa,yogyAH,3
6462,nIla,kaNTaH,1
6463,prajFA,cakRuH,1
6464,viXi,yojiwam,3
6465,sura,afganAm,3
6466,rAwri,xivam,2
6467,swabXa,paxA,1
6468,vAkya,praXarRiwAH,3
6469,viSvAmiwra,AxiBiH,1
6470,prAxeSa,mAwre,1
6471,sa,rogawA,1
6472,mahaw,Saya!,1
6473,Cinna,nAsikA,1
6474,priya,cikIrRavaH,3
6475,hiwa,ahiwAn,2
6476,su,prasannAH,3
6477,upa,IkRiwavyaH,3
6478,sa,sugrIvam,1
6479,kqwa,kqwyasya,1
6480,qNa,BAra,3
6481,gArgya,gAlavam,2
6482,sa,raWam,1
6483,priya,pANdava,1
6484,pra,SaMsiwaH,3
6485,maXyama,upawasWe,3
6486,sa,xoRAH,1
6487,loka,piwAmaha,3
6488,aMSa,vyavasWayA,3
6489,xur,AcAre,3
6490,saha,kiMSukEH,1
